person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group
25,33000,MORTGAGE,4,EDUCATION,A,4400,8.0,0,0.13,N,3,SMALLYOUNG,lowmiddle,small
24,38400,RENT,8,PERSONAL,E,31697,17.56,0,0.08,Y,2,SMALLYOUNG,lowmiddle,small
25,38748,RENT,2,PERSONAL,A,-10533,7.29,0,0.08,N,3,SMALLYOUNG,lowmiddle,small
24,33000,MORTGAGE,3,VENTURE,C,4000,13.04,0,0.12,N,4,SMALLYOUNG,lowmiddle,small
26,33000,RENT,2,MEDICAL,B,30548,11.49,1,0.09,N,3,SMALLYOUNG,lowmiddle,small
22,39996,RENT,4,PERSONAL,C,3000,14.35,0,0.08,Y,3,SMALLYOUNG,lowmiddle,small
26,33000,MORTGAGE,10,PERSONAL,A,7000,7.43,0,0.21,N,4,SMALLYOUNG,lowmiddle,medium
23,33012,OWN,2,EDUCATION,B,12200,10.99,0,0.37,N,4,SMALLYOUNG,lowmiddle,large
23,40000,RENT,2,PERSONAL,C,32385,13.49,0,0.07,N,3,SMALLYOUNG,lowmiddle,small
24,40000,RENT,1,PERSONAL,B,3000,10.74,0,0.07,N,3,SMALLYOUNG,lowmiddle,small
21,33168,MORTGAGE,6,PERSONAL,B,-10636,9.63,0,0.19,N,3,SMALLYOUNG,lowmiddle,medium
25,40000,RENT,2,MEDICAL,B,3000,10.25,0,0.07,N,2,SMALLYOUNG,lowmiddle,small
24,40000,RENT,1,MEDICAL,C,3000,14.22,0,0.07,N,4,SMALLYOUNG,lowmiddle,small
22,37000,RENT,2,DEBTCONSOLIDATION,E,3000,20.3,1,0.08,N,2,SMALLYOUNG,lowmiddle,small
23,43000,RENT,1,EDUCATION,A,32570,8.49,0,0.07,N,4,SMALLYOUNG,lowmiddle,small
22,37000,RENT,6,DEBTCONSOLIDATION,B,3000,11.11,1,0.08,N,2,SMALLYOUNG,lowmiddle,small
23,37000,RENT,7,EDUCATION,B,3000,10.75,1,0.08,N,4,SMALLYOUNG,lowmiddle,small
25,43200,RENT,3,PERSONAL,C,3000,13.8,0,0.07,Y,3,SMALLYOUNG,lowmiddle,small
22,43200,RENT,4,EDUCATION,C,3000,13.72,0,0.07,Y,3,SMALLYOUNG,lowmiddle,small
22,43500,RENT,0,EDUCATION,A,-10431,5.42,0,0.07,N,3,SMALLYOUNG,lowmiddle,small
24,43500,RENT,1,PERSONAL,A,32927,8.0,0,0.07,N,2,SMALLYOUNG,lowmiddle,small
21,33280,MORTGAGE,5,VENTURE,C,-14883,13.92,1,0.34,N,4,SMALLYOUNG,lowmiddle,large
23,43949,RENT,7,MEDICAL,B,30036,11.49,0,0.07,N,3,SMALLYOUNG,lowmiddle,small
23,44000,RENT,2,MEDICAL,B,-10502,9.25,0,0.07,N,3,SMALLYOUNG,lowmiddle,small
23,33300,OWN,2,VENTURE,C,34564,13.57,0,0.27,Y,4,SMALLYOUNG,lowmiddle,medium
25,33316,MORTGAGE,4,VENTURE,A,5000,6.54,0,0.15,N,2,SMALLYOUNG,lowmiddle,small
24,33321,OWN,4,VENTURE,C,12250,13.11,0,0.37,Y,4,SMALLYOUNG,lowmiddle,large
24,33360,MORTGAGE,6,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3,SMALLYOUNG,lowmiddle,medium
24,33360,MORTGAGE,7,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3,SMALLYOUNG,lowmiddle,small
25,45000,RENT,4,MEDICAL,A,3000,7.9,0,0.07,N,4,SMALLYOUNG,lowmiddle,small
24,45000,RENT,8,MEDICAL,A,3000,7.49,0,0.07,N,4,SMALLYOUNG,lowmiddle,small
24,45000,RENT,1,DEBTCONSOLIDATION,B,3000,9.99,0,0.07,N,4,SMALLYOUNG,lowmiddle,small
22,45000,RENT,3,PERSONAL,B,3000,11.99,0,0.07,N,4,SMALLYOUNG,lowmiddle,small
24,39000,RENT,0,MEDICAL,D,3000,14.61,1,0.08,Y,4,SMALLYOUNG,lowmiddle,small
24,45000,RENT,4,VENTURE,A,3000,9.32,0,0.07,N,2,SMALLYOUNG,lowmiddle,small
21,39327,RENT,5,MEDICAL,D,3000,13.67,1,0.08,N,2,SMALLYOUNG,lowmiddle,small
25,33600,MORTGAGE,9,MEDICAL,A,31486,7.51,0,0.21,N,3,SMALLYOUNG,lowmiddle,medium
22,33600,OWN,1,MEDICAL,D,5000,18.25,0,0.15,N,2,SMALLYOUNG,lowmiddle,small
24,33600,MORTGAGE,3,PERSONAL,A,32434,8.9,0,0.07,N,2,SMALLYOUNG,lowmiddle,small
23,33600,MORTGAGE,8,PERSONAL,A,-9901,6.99,0,0.24,N,2,SMALLYOUNG,lowmiddle,medium
22,47000,RENT,3,EDUCATION,A,3000,6.62,0,0.06,N,2,SMALLYOUNG,lowmiddle,small
21,47208,RENT,2,PERSONAL,C,3000,13.92,0,0.06,Y,2,SMALLYOUNG,lowmiddle,small
26,47500,RENT,8,VENTURE,A,3000,6.76,0,0.06,N,2,SMALLYOUNG,lowmiddle,small
22,48000,RENT,0,PERSONAL,C,3000,14.79,0,0.06,N,2,SMALLYOUNG,lowmiddle,small
25,48000,RENT,0,EDUCATION,C,3000,13.47,0,0.06,Y,4,SMALLYOUNG,lowmiddle,small
21,48000,RENT,2,EDUCATION,B,3000,9.76,0,0.06,N,4,SMALLYOUNG,lowmiddle,small
26,48000,RENT,4,MEDICAL,B,3000,10.14,0,0.06,N,3,SMALLYOUNG,lowmiddle,small
25,33600,MORTGAGE,1,VENTURE,B,12000,9.99,0,0.36,N,3,SMALLYOUNG,lowmiddle,large
22,49800,RENT,1,PERSONAL,A,3000,7.88,0,0.06,N,3,SMALLYOUNG,lowmiddle,small
25,50000,RENT,5,HOMEIMPROVEMENT,A,-13928,6.03,0,0.06,N,3,SMALLYOUNG,lowmiddle,small
26,44000,RENT,0,HOMEIMPROVEMENT,A,-13480,7.49,1,0.07,N,4,SMALLYOUNG,lowmiddle,small
23,50000,RENT,1,DEBTCONSOLIDATION,A,29431,8.49,0,0.06,N,2,SMALLYOUNG,lowmiddle,small
23,44000,RENT,4,DEBTCONSOLIDATION,A,33093,7.66,1,0.07,N,4,SMALLYOUNG,lowmiddle,small
23,50000,RENT,0,EDUCATION,A,3000,6.91,0,0.06,N,2,SMALLYOUNG,lowmiddle,small
22,33600,MORTGAGE,7,EDUCATION,A,10750,7.88,0,0.32,N,2,SMALLYOUNG,lowmiddle,large
23,44000,RENT,4,PERSONAL,B,3000,9.62,1,0.07,N,4,SMALLYOUNG,lowmiddle,small
22,33600,MORTGAGE,6,VENTURE,A,5000,7.14,0,0.15,N,3,SMALLYOUNG,lowmiddle,small
26,50000,RENT,8,PERSONAL,B,-13430,9.88,0,0.06,N,4,SMALLYOUNG,lowmiddle,small
22,50000,RENT,6,PERSONAL,B,-15591,10.99,0,0.06,N,3,SMALLYOUNG,lowmiddle,small
24,51000,RENT,1,DEBTCONSOLIDATION,A,34448,8.9,0,0.06,N,2,SMALLYOUNG,middle,small
24,51600,RENT,8,HOMEIMPROVEMENT,B,-14113,10.65,0,0.06,N,3,SMALLYOUNG,middle,small
24,51600,RENT,1,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4,SMALLYOUNG,middle,small
24,51684,RENT,8,PERSONAL,B,-13177,10.59,0,0.06,N,2,SMALLYOUNG,middle,small
22,45996,RENT,0,MEDICAL,D,3000,15.62,1,0.07,Y,2,SMALLYOUNG,lowmiddle,small
23,51996,RENT,1,DEBTCONSOLIDATION,B,3000,10.37,0,0.06,N,2,SMALLYOUNG,middle,small
22,33640,MORTGAGE,4,VENTURE,B,12000,10.65,0,0.36,N,3,SMALLYOUNG,lowmiddle,large
23,52000,RENT,0,EDUCATION,A,3000,5.99,0,0.06,N,2,SMALLYOUNG,middle,small
25,52000,RENT,1,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4,SMALLYOUNG,middle,small
22,33685,MORTGAGE,6,EDUCATION,C,-13990,13.85,0,0.15,N,3,SMALLYOUNG,lowmiddle,small
22,48609,RENT,6,DEBTCONSOLIDATION,A,-14550,7.49,0,0.25,N,3,SMALLYOUNG,lowmiddle,large
26,33800,MORTGAGE,9,VENTURE,A,32725,7.88,0,0.43,N,3,SMALLYOUNG,lowmiddle,large
23,48645,RENT,1,VENTURE,B,12000,10.25,0,0.25,N,4,SMALLYOUNG,lowmiddle,large
25,33800,MORTGAGE,2,EDUCATION,D,28997,15.31,0,0.3,N,4,SMALLYOUNG,lowmiddle,medium
23,33800,OWN,4,EDUCATION,D,13000,15.31,0,0.38,Y,4,SMALLYOUNG,lowmiddle,large
23,48672,RENT,6,EDUCATION,A,12000,7.42,0,0.25,N,3,SMALLYOUNG,lowmiddle,large
23,33990,MORTGAGE,2,DEBTCONSOLIDATION,C,1000,10.59,1,0.03,N,2,SMALLYOUNG,lowmiddle,small
25,49600,RENT,9,EDUCATION,A,28955,7.14,0,0.24,N,4,SMALLYOUNG,lowmiddle,large
24,33996,MORTGAGE,8,VENTURE,D,4000,14.91,0,0.12,Y,2,SMALLYOUNG,lowmiddle,small
25,50000,RENT,3,PERSONAL,D,12000,16.77,0,0.24,N,3,SMALLYOUNG,lowmiddle,large
21,33996,MORTGAGE,2,HOMEIMPROVEMENT,A,2500,7.88,1,0.07,N,3,SMALLYOUNG,lowmiddle,small
22,33996,OWN,0,VENTURE,D,-14694,14.96,0,0.29,Y,3,SMALLYOUNG,lowmiddle,medium
21,50000,RENT,0,PERSONAL,B,12000,11.71,0,0.24,N,3,SMALLYOUNG,lowmiddle,large
23,50000,RENT,0,EDUCATION,B,28802,10.59,0,0.24,N,3,SMALLYOUNG,lowmiddle,large
24,50000,RENT,3,EDUCATION,E,12000,17.14,0,0.24,N,4,SMALLYOUNG,lowmiddle,large
24,44000,RENT,3,DEBTCONSOLIDATION,C,12000,12.23,1,0.27,N,3,SMALLYOUNG,lowmiddle,large
23,50000,RENT,1,DEBTCONSOLIDATION,A,12000,6.54,0,0.24,N,3,SMALLYOUNG,lowmiddle,large
22,44000,RENT,3,DEBTCONSOLIDATION,B,-13062,11.86,1,0.27,N,2,SMALLYOUNG,lowmiddle,large
24,50000,RENT,1,HOMEIMPROVEMENT,A,12000,7.51,0,0.24,N,4,SMALLYOUNG,lowmiddle,large
25,50000,RENT,2,EDUCATION,A,-14707,7.88,0,0.24,N,4,SMALLYOUNG,lowmiddle,large
25,50000,RENT,5,PERSONAL,A,12000,7.88,0,0.24,N,2,SMALLYOUNG,lowmiddle,large
23,50000,RENT,1,EDUCATION,C,12000,12.87,0,0.24,Y,2,SMALLYOUNG,lowmiddle,large
22,50004,RENT,6,PERSONAL,B,12000,10.0,0,0.24,N,2,SMALLYOUNG,middle,large
25,44004,RENT,3,MEDICAL,D,-14024,15.31,1,0.27,Y,3,SMALLYOUNG,lowmiddle,large
23,44004,RENT,0,VENTURE,E,33102,16.0,1,0.27,N,2,SMALLYOUNG,lowmiddle,large
22,50361,RENT,6,EDUCATION,C,12000,12.73,0,0.24,N,4,SMALLYOUNG,middle,large
26,34000,MORTGAGE,6,DEBTCONSOLIDATION,A,12000,6.03,0,0.35,N,4,SMALLYOUNG,lowmiddle,large
23,50500,RENT,1,VENTURE,B,12000,11.58,0,0.24,N,4,SMALLYOUNG,middle,large
25,34000,MORTGAGE,9,DEBTCONSOLIDATION,B,10000,12.42,0,0.29,N,3,SMALLYOUNG,lowmiddle,medium
25,34000,MORTGAGE,1,HOMEIMPROVEMENT,A,2500,6.03,0,0.07,N,2,SMALLYOUNG,lowmiddle,small
23,34000,MORTGAGE,2,DEBTCONSOLIDATION,A,10000,6.99,0,0.29,N,4,SMALLYOUNG,lowmiddle,medium
23,51000,RENT,3,EDUCATION,C,12000,12.99,0,0.24,N,3,SMALLYOUNG,middle,large
25,51996,RENT,8,MEDICAL,B,12000,12.21,0,0.23,N,4,SMALLYOUNG,middle,large
24,52000,RENT,7,PERSONAL,A,12000,7.51,0,0.23,N,3,SMALLYOUNG,middle,large
25,34000,MORTGAGE,9,DEBTCONSOLIDATION,A,2000,7.66,1,0.06,N,4,SMALLYOUNG,lowmiddle,small
22,52000,RENT,6,EDUCATION,B,12000,11.99,0,0.23,N,3,SMALLYOUNG,middle,large
23,34000,OWN,7,VENTURE,A,32798,7.29,0,0.32,N,2,SMALLYOUNG,lowmiddle,large
26,34000,MORTGAGE,5,PERSONAL,A,5000,5.79,0,0.15,N,4,SMALLYOUNG,lowmiddle,small
22,52000,RENT,1,EDUCATION,C,12000,13.61,0,0.23,Y,3,SMALLYOUNG,middle,large
26,34000,MORTGAGE,8,PERSONAL,A,6000,6.92,0,0.18,N,4,SMALLYOUNG,lowmiddle,medium
22,52000,RENT,3,PERSONAL,C,30706,13.57,0,0.23,Y,2,SMALLYOUNG,middle,large
21,34000,MORTGAGE,5,EDUCATION,A,33188,6.76,0,0.18,N,2,SMALLYOUNG,lowmiddle,medium
25,46800,RENT,5,HOMEIMPROVEMENT,C,12000,13.11,1,0.26,Y,4,SMALLYOUNG,lowmiddle,large
21,34000,MORTGAGE,5,PERSONAL,A,7200,6.76,1,0.21,N,2,SMALLYOUNG,lowmiddle,medium
24,34000,MORTGAGE,1,PERSONAL,C,5100,14.35,0,0.15,N,4,SMALLYOUNG,lowmiddle,medium
23,47000,RENT,7,DEBTCONSOLIDATION,D,12000,16.29,1,0.26,Y,3,SMALLYOUNG,lowmiddle,large
24,53000,RENT,6,VENTURE,B,12000,11.11,0,0.23,N,3,SMALLYOUNG,middle,large
26,53000,RENT,4,PERSONAL,D,12000,14.59,0,0.23,Y,3,SMALLYOUNG,middle,large
22,34000,MORTGAGE,5,MEDICAL,B,11500,10.99,0,0.34,N,2,SMALLYOUNG,lowmiddle,large
24,53000,RENT,7,MEDICAL,C,12000,12.53,0,0.23,Y,4,SMALLYOUNG,middle,large
22,54000,RENT,2,DEBTCONSOLIDATION,B,12000,10.99,0,0.22,N,2,SMALLYOUNG,middle,large
25,34000,MORTGAGE,2,MEDICAL,D,6000,15.7,1,0.18,Y,3,SMALLYOUNG,lowmiddle,medium
22,54000,RENT,6,DEBTCONSOLIDATION,A,12000,8.49,0,0.22,N,4,SMALLYOUNG,middle,large
24,54000,RENT,6,EDUCATION,A,12000,8.49,0,0.22,N,4,SMALLYOUNG,middle,large
23,54000,RENT,8,VENTURE,B,12000,11.36,0,0.22,N,2,SMALLYOUNG,middle,large
22,48400,RENT,6,VENTURE,C,12000,14.65,1,0.25,Y,3,SMALLYOUNG,lowmiddle,large
25,34000,MORTGAGE,0,MEDICAL,C,10000,12.87,0,0.29,Y,4,SMALLYOUNG,lowmiddle,medium
25,54996,RENT,3,HOMEIMPROVEMENT,B,32304,10.37,0,0.22,N,2,SMALLYOUNG,middle,large
24,34000,MORTGAGE,0,MEDICAL,B,-9864,12.18,0,0.29,N,4,SMALLYOUNG,lowmiddle,medium
26,54996,RENT,2,PERSONAL,A,28998,7.88,0,0.22,N,4,SMALLYOUNG,middle,large
23,34000,MORTGAGE,7,DEBTCONSOLIDATION,B,19000,11.48,0,0.56,N,4,SMALLYOUNG,lowmiddle,very large
22,54996,RENT,6,VENTURE,A,12000,8.32,0,0.22,N,4,SMALLYOUNG,middle,large
26,55000,RENT,10,PERSONAL,B,12000,12.42,0,0.22,N,3,SMALLYOUNG,middle,large
24,34000,MORTGAGE,2,HOMEIMPROVEMENT,D,6000,14.11,0,0.18,N,4,SMALLYOUNG,lowmiddle,medium
25,34000,MORTGAGE,1,EDUCATION,B,33542,11.26,0,0.29,N,3,SMALLYOUNG,lowmiddle,medium
25,55000,RENT,9,EDUCATION,B,-9787,10.65,0,0.22,N,3,SMALLYOUNG,middle,large
22,34000,MORTGAGE,6,EDUCATION,A,-13965,9.63,0,0.15,N,3,SMALLYOUNG,lowmiddle,small
21,55000,RENT,5,VENTURE,B,12000,10.62,0,0.22,N,2,SMALLYOUNG,middle,large
25,34000,MORTGAGE,1,EDUCATION,C,7000,11.28,0,0.21,N,2,SMALLYOUNG,lowmiddle,medium
25,49000,RENT,1,DEBTCONSOLIDATION,D,12000,13.49,1,0.24,N,2,SMALLYOUNG,lowmiddle,large
22,55008,RENT,6,EDUCATION,C,-11782,13.79,0,0.22,N,2,SMALLYOUNG,middle,large
24,55032,RENT,8,EDUCATION,A,12000,9.63,0,0.22,N,2,SMALLYOUNG,middle,large
21,34056,OWN,6,PERSONAL,B,-15341,10.65,0,0.04,N,3,SMALLYOUNG,lowmiddle,small
22,56000,RENT,1,EDUCATION,A,12000,6.91,0,0.21,N,2,SMALLYOUNG,middle,large
23,34174,MORTGAGE,8,PERSONAL,C,9000,13.47,0,0.26,N,4,SMALLYOUNG,lowmiddle,medium
21,56000,RENT,5,VENTURE,B,32429,10.75,0,0.21,N,4,SMALLYOUNG,middle,large
24,56000,RENT,8,VENTURE,B,12000,11.49,0,0.21,N,2,SMALLYOUNG,middle,large
23,56000,RENT,2,PERSONAL,B,32090,10.75,0,0.21,N,3,SMALLYOUNG,middle,large
24,56000,RENT,4,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,3,SMALLYOUNG,middle,large
24,56000,RENT,0,VENTURE,C,-13534,14.26,0,0.21,Y,2,SMALLYOUNG,middle,large
25,50100,RENT,1,PERSONAL,D,32513,14.74,1,0.24,Y,2,SMALLYOUNG,middle,large
22,56755,RENT,5,EDUCATION,B,12000,10.99,0,0.21,N,2,SMALLYOUNG,middle,large
26,57000,RENT,0,MEDICAL,B,29814,10.99,0,0.21,N,4,SMALLYOUNG,middle,large
23,34348,MORTGAGE,7,EDUCATION,A,5000,7.9,0,0.15,N,3,SMALLYOUNG,lowmiddle,small
23,51000,RENT,3,DEBTCONSOLIDATION,E,12000,17.99,1,0.24,Y,4,SMALLYOUNG,middle,large
21,57000,RENT,5,DEBTCONSOLIDATION,A,-13767,7.29,0,0.21,N,4,SMALLYOUNG,middle,large
24,51000,RENT,3,PERSONAL,A,30310,7.88,1,0.24,N,3,SMALLYOUNG,middle,large
22,57000,RENT,6,EDUCATION,C,12000,13.11,0,0.21,N,2,SMALLYOUNG,middle,large
23,57000,RENT,4,DEBTCONSOLIDATION,A,12000,8.94,0,0.21,N,2,SMALLYOUNG,middle,large
23,57720,RENT,8,DEBTCONSOLIDATION,C,12000,12.87,0,0.21,Y,3,SMALLYOUNG,middle,large
25,51780,RENT,8,MEDICAL,C,12000,13.47,1,0.23,N,3,SMALLYOUNG,middle,large
23,51840,RENT,1,DEBTCONSOLIDATION,D,12000,15.95,1,0.23,Y,3,SMALLYOUNG,middle,large
21,34500,MORTGAGE,3,EDUCATION,A,6400,7.51,0,0.19,N,2,SMALLYOUNG,lowmiddle,medium
26,58000,RENT,5,DEBTCONSOLIDATION,B,12000,9.91,0,0.21,N,3,SMALLYOUNG,middle,large
22,58000,RENT,6,VENTURE,B,12000,11.49,0,0.21,N,4,SMALLYOUNG,middle,large
24,58000,RENT,6,EDUCATION,C,12000,13.11,0,0.21,N,2,SMALLYOUNG,middle,large
24,52260,RENT,6,MEDICAL,B,12000,9.99,1,0.23,N,4,SMALLYOUNG,middle,large
26,34515,MORTGAGE,11,DEBTCONSOLIDATION,A,-12547,7.68,0,0.16,N,4,SMALLYOUNG,lowmiddle,medium
22,59000,RENT,6,PERSONAL,B,32175,10.37,0,0.2,N,3,SMALLYOUNG,middle,large
23,34560,MORTGAGE,1,MEDICAL,B,10000,10.59,0,0.29,N,2,SMALLYOUNG,lowmiddle,medium
24,52000,RENT,8,DEBTCONSOLIDATION,B,31702,11.49,0,0.06,N,4,SMALLYOUNG,middle,small
23,52800,RENT,6,MEDICAL,B,-11219,10.99,0,0.06,N,4,SMALLYOUNG,middle,small
23,34600,MORTGAGE,5,EDUCATION,B,34505,12.69,0,0.2,N,4,SMALLYOUNG,lowmiddle,medium
24,34600,MORTGAGE,2,DEBTCONSOLIDATION,A,-11474,5.42,0,0.12,N,2,SMALLYOUNG,lowmiddle,small
25,53000,RENT,6,MEDICAL,C,3000,13.99,0,0.06,Y,2,SMALLYOUNG,middle,small
23,34662,MORTGAGE,1,HOMEIMPROVEMENT,B,28985,10.75,1,0.09,N,4,SMALLYOUNG,lowmiddle,small
22,34800,MORTGAGE,3,DEBTCONSOLIDATION,C,1500,13.49,0,0.04,Y,3,SMALLYOUNG,lowmiddle,small
25,54000,RENT,1,VENTURE,A,3000,9.32,0,0.06,N,3,SMALLYOUNG,middle,small
26,34800,MORTGAGE,4,MEDICAL,B,5975,11.49,0,0.17,N,4,SMALLYOUNG,lowmiddle,medium
25,34800,MORTGAGE,6,DEBTCONSOLIDATION,A,5125,6.99,1,0.15,N,2,SMALLYOUNG,lowmiddle,medium
23,55000,RENT,2,EDUCATION,A,3000,6.99,0,0.05,N,2,SMALLYOUNG,middle,small
22,55000,RENT,6,PERSONAL,C,29877,12.68,0,0.05,Y,4,SMALLYOUNG,middle,small
25,49000,RENT,2,VENTURE,C,3000,12.68,1,0.06,Y,3,SMALLYOUNG,lowmiddle,small
22,49000,RENT,7,DEBTCONSOLIDATION,C,30895,12.23,1,0.06,Y,2,SMALLYOUNG,lowmiddle,small
23,55000,RENT,2,VENTURE,B,3000,9.88,0,0.05,N,2,SMALLYOUNG,middle,small
25,55000,RENT,0,MEDICAL,A,-12084,6.39,0,0.05,N,4,SMALLYOUNG,middle,small
22,55500,RENT,6,MEDICAL,B,3000,10.59,0,0.05,N,3,SMALLYOUNG,middle,small
22,34900,MORTGAGE,6,DEBTCONSOLIDATION,B,-14663,9.99,0,0.11,N,2,SMALLYOUNG,lowmiddle,small
25,56000,RENT,2,PERSONAL,B,28819,12.69,0,0.05,N,3,SMALLYOUNG,middle,small
22,34977,MORTGAGE,5,PERSONAL,D,31156,16.0,0,0.37,N,2,SMALLYOUNG,lowmiddle,large
25,34980,MORTGAGE,1,VENTURE,B,6000,11.48,0,0.17,N,2,SMALLYOUNG,lowmiddle,medium
25,50160,RENT,0,DEBTCONSOLIDATION,D,-9788,14.42,1,0.06,N,2,SMALLYOUNG,middle,small
23,34992,MORTGAGE,4,EDUCATION,F,22550,15.96,0,0.64,Y,3,SMALLYOUNG,lowmiddle,very large
21,57000,RENT,3,PERSONAL,A,3000,5.42,0,0.05,N,3,SMALLYOUNG,middle,small
24,35000,MORTGAGE,9,HOMEIMPROVEMENT,B,8000,11.71,0,0.23,N,2,SMALLYOUNG,lowmiddle,medium
24,57000,RENT,1,MEDICAL,A,3000,7.88,0,0.05,N,3,SMALLYOUNG,middle,small
23,35000,MORTGAGE,7,DEBTCONSOLIDATION,B,-10604,12.42,0,0.34,N,2,SMALLYOUNG,lowmiddle,large
22,58000,RENT,6,EDUCATION,B,3000,11.83,0,0.05,N,2,SMALLYOUNG,middle,small
23,58500,RENT,2,DEBTCONSOLIDATION,B,-14783,9.88,0,0.05,N,2,SMALLYOUNG,middle,small
23,59000,RENT,5,DEBTCONSOLIDATION,A,3000,7.14,0,0.05,N,2,SMALLYOUNG,middle,small
23,59300,RENT,1,MEDICAL,A,34947,9.63,0,0.05,N,3,SMALLYOUNG,middle,small
23,35000,OWN,7,MEDICAL,B,5000,11.71,0,0.14,N,4,SMALLYOUNG,lowmiddle,small
25,60000,RENT,5,EDUCATION,D,3000,17.58,0,0.05,Y,2,SMALLYOUNG,middle,small
26,60000,RENT,5,VENTURE,C,3000,15.62,0,0.05,N,2,SMALLYOUNG,middle,small
26,35000,OWN,3,HOMEIMPROVEMENT,A,32345,6.03,0,0.14,N,2,SMALLYOUNG,lowmiddle,small
24,35000,MORTGAGE,3,MEDICAL,C,15000,14.27,0,0.43,N,2,SMALLYOUNG,lowmiddle,large
26,60000,RENT,3,DEBTCONSOLIDATION,B,3000,10.0,0,0.05,N,3,SMALLYOUNG,middle,small
23,60000,RENT,1,DEBTCONSOLIDATION,A,30509,7.51,0,0.05,N,2,SMALLYOUNG,middle,small
23,60000,RENT,1,MEDICAL,B,3000,10.25,0,0.05,N,4,SMALLYOUNG,middle,small
21,35000,MORTGAGE,5,PERSONAL,B,6900,12.42,0,0.2,N,3,SMALLYOUNG,lowmiddle,medium
22,60000,RENT,2,PERSONAL,B,3000,11.89,0,0.05,N,4,SMALLYOUNG,middle,small
26,60996,RENT,6,HOMEIMPROVEMENT,C,3000,12.22,0,0.05,Y,4,SMALLYOUNG,middle,small
24,35000,MORTGAGE,6,MEDICAL,B,8575,10.65,0,0.24,N,4,SMALLYOUNG,lowmiddle,medium
22,35000,MORTGAGE,6,DEBTCONSOLIDATION,A,9500,6.03,0,0.27,N,3,SMALLYOUNG,lowmiddle,medium
24,55160,RENT,0,EDUCATION,A,-10078,8.9,1,0.05,N,3,SMALLYOUNG,middle,small
23,61200,RENT,7,PERSONAL,B,3000,12.42,0,0.05,N,2,SMALLYOUNG,middle,small
21,35000,OWN,3,EDUCATION,C,5000,14.27,0,0.14,Y,3,SMALLYOUNG,lowmiddle,small
24,62000,RENT,7,EDUCATION,B,3000,9.99,0,0.05,N,2,SMALLYOUNG,middle,small
23,56500,RENT,7,DEBTCONSOLIDATION,D,3000,14.84,1,0.05,Y,3,SMALLYOUNG,middle,small
23,57000,RENT,6,HOMEIMPROVEMENT,D,3000,14.59,1,0.05,N,2,SMALLYOUNG,middle,small
24,35000,OWN,1,HOMEIMPROVEMENT,D,7000,16.29,0,0.2,Y,4,SMALLYOUNG,lowmiddle,medium
24,35000,MORTGAGE,2,HOMEIMPROVEMENT,A,7500,7.9,0,0.21,N,3,SMALLYOUNG,lowmiddle,medium
22,58170,RENT,1,EDUCATION,A,3000,9.07,1,0.05,N,2,SMALLYOUNG,middle,small
23,58800,RENT,7,PERSONAL,B,3000,10.36,1,0.05,N,4,SMALLYOUNG,middle,small
22,58992,RENT,0,MEDICAL,C,3000,12.84,1,0.05,Y,3,SMALLYOUNG,middle,small
25,65000,RENT,1,HOMEIMPROVEMENT,A,3000,8.49,0,0.05,N,4,SMALLYOUNG,middle,small
24,35000,OWN,1,MEDICAL,A,10000,7.9,0,0.29,N,4,SMALLYOUNG,lowmiddle,medium
22,65000,RENT,0,EDUCATION,A,3000,6.99,0,0.05,N,4,SMALLYOUNG,middle,small
22,35000,OWN,1,EDUCATION,B,8000,12.69,0,0.23,N,4,SMALLYOUNG,lowmiddle,medium
26,65000,RENT,1,VENTURE,A,-9438,5.79,0,0.05,N,2,SMALLYOUNG,middle,small
23,65004,RENT,4,EDUCATION,D,3000,14.84,0,0.05,N,3,SMALLYOUNG,middle,small
26,35000,MORTGAGE,10,PERSONAL,B,-9762,12.69,0,0.23,N,3,SMALLYOUNG,lowmiddle,medium
23,65004,RENT,0,VENTURE,C,3000,13.61,0,0.05,Y,3,SMALLYOUNG,middle,small
23,66000,RENT,3,EDUCATION,A,3000,5.99,0,0.05,N,2,SMALLYOUNG,middle,small
25,60000,RENT,3,MEDICAL,C,3000,13.47,1,0.05,Y,3,SMALLYOUNG,middle,small
23,67000,RENT,7,MEDICAL,B,3000,10.99,0,0.04,N,2,SMALLYOUNG,middle,small
23,35000,MORTGAGE,0,VENTURE,B,31587,12.42,0,0.34,N,3,SMALLYOUNG,lowmiddle,large
21,35000,OWN,5,VENTURE,B,8000,9.91,0,0.23,N,3,SMALLYOUNG,lowmiddle,medium
22,35000,MORTGAGE,5,MEDICAL,A,5000,7.9,0,0.14,N,3,SMALLYOUNG,lowmiddle,small
26,67500,RENT,0,EDUCATION,B,3000,8.88,0,0.04,N,2,SMALLYOUNG,middle,small
26,67500,RENT,1,HOMEIMPROVEMENT,A,30421,9.32,0,0.04,N,4,SMALLYOUNG,middle,small
